District,Variety_Sampled,Age,Field_size(MSquared),Neighbor_ fields,lat,lon,Altitude,CBSD_Severity,CBSD_Incidence,CMD_Incidence,Adult_Population,Mean_adult_whitefly_per_Plant
Tororo,Magana,7,1050,4,0.78293,34.17564,1160,2.7,40,53.3,16,0.5
Tororo,Magana,3,1040,4,0.69536,34.20283,1197,2.9,53.3,60,27,0.9
Tororo,Magana,4,555,2,0.71115,34.24696,1281,2.8,33.3,30,33,1.1
Tororo,Omongole,5,700,3,0.69062,34.25775,1235,2.5,20,46.7,33,1.1
Tororo,Omongole,6,600,1,0.64546,34.25345,1171,3,30,43.3,57,1.9
Tororo,Akena,5,2100,2,0.66098,34.19936,1171,2.5,13.3,0,59,2
Tororo,Akena,4,817,1,0.64618,34.17202,1187,3.1,30,26.7,37,1.2
Tororo,Magana,7,320,1,0.61961,34.15324,1167,3,60,60,44,1.5
Kyenjojo,Kalitunsi,10,1716,8,0.63439,30.64902,1368,0,0,40,9,0.3
Kyenjojo,Kirimumpale,7,1133.3,3,0.68345,30.66403,1371,0,0,30,3,0.1
Kyenjojo,Rwabugona,4,450,2,0.72868,30.69571,1374,0,0,33.3,52,1.7
Kyenjojo,Rwabugona,4,1029,4,0.77588,30.73558,1351,0,0,100,21,0.7
Kyenjojo,Unknown,8,2580,5,0.81045,30.7384,1353,0,0,100,143,4.8
Kyenjojo,Kayali,8,1350,2,0.85955,30.73385,1156,3,13.3,93.3,17,0.6
Kyenjojo,"B,11",6,2000,3,0.8287,30.77471,1182,2.5,6.7,30,14,0.5
Kyenjojo,Rwabugona,4,3268,2,0.81693,30.83068,1199,0,0,100,12,0.4
Kyenjojo,Rwabugona,8,3705,1,0.74808,30.83816,1232,0,0,100,2,0.1
Kyenjojo,Rwabugona,7,3105,1,0.70973,30.87095,1254,0,0,100,7,0.2
Kyenjojo,TME 14,6,1900,9,0.62426,30.6199,1362,0,0,6.7,15,0.5
Kyenjojo,Rwabugona,3,2100,4,0.65434,30.5345,1441,0,0,26.7,13,0.4
Kyenjojo,Bajera,6,1080,2,0.67721,30.51784,1513,0,0,16.7,17,0.6
Kyenjojo,Bajera,3,550,4,0.75602,30.5472,1493,0,0,30,20,0.7
Kyenjojo,Bajera,6,2000,2,0.76747,30.60118,1421,0,0,3.3,16,0.5
Kyenjojo,Tongolo,6,800,2,0.76753,30.64514,1330,0,0,6.7,32,1.1
Kyenjojo,Rwabugona,4,1440,4,0.54865,30.64596,1403,0,0,50,33,1.1
Kyenjojo,TME 204,4,3366,2,0.48499,30.68395,1345,2.1,53.3,23.3,40,1.3
Kyenjojo,Unknown 1,6,3780,3,0.49562,30.64528,1366,0,0,0,16,0.5
Kyenjojo,Kirimumpale,4,5525,0,0.4548,30.67685,1306,0,0,100,219,7.3
Kamwenge,Rwabugona,5,450,2,0.38121,30.65639,1353,0,0,0,40,1.3
Kamwenge,Kirimumpale,6,200,3,0.32698,30.63413,1310,0,0,90,149,5
Kamwenge,Unknown,6,900,2,0.18534,30.43453,1256,0,0,30,79,2.6
Kamwenge,Unknown 1,7,300,1,0.17167,30.37963,1211,0,0,33.3,43,1.4
Kamwenge,Bwakaganza,6,3200,1,0.20996,30.38657,1230,0,0,53.3,3,0.1
Kamwenge,Unknown 1,4,640,2,0.14561,30.37165,1194,0,0,36.7,43,1.4
Kamwenge,Kayinja,8,2520,0,0.10933,30.35378,1191,0,0,46.7,3,0.1
Kamwenge,Unknown 1,6,2800,0,0.14196,30.43813,1246,0,0,26.7,48,1.6
Kamwenge,Kitenje,5,1400,1,0.08931,30.39862,1231,0,0,36.7,8,0.3
Kamwenge,Unknown 1,5,450,1,0.05482,30.3848,1227,0,0,0,60,2
Kamwenge,Unknown 1,6,1000,1,0.01454,30.3749,1310,0,0,10,128,4.3
Kamwenge,Rutuga,5,1419,4,0.04996,30.37183,1324,0,0,63.3,93,3.1
Kamwenge,Unknown 1,5,2565,2,0.08942,30.39469,1385,0,0,86.7,1061,35.4
Kamwenge,Rwabugona,8,3120,2,0.15534,30.49549,1211,0,0,100,89,3
Kamwenge,Unknown 1,5,3500,4,0.1633,30.53171,1241,0,0,63.3,51,1.7
Kamwenge,Unknown 1,5,13000,1,0.20561,30.56992,1252,0,0,86.7,5,0.2
Kamwenge,Unknown 1,4,900,0,0.19691,30.61524,1243,0,0,76.7,65,2.2
Kamwenge,Rwabugona,7,4800,2,0.27931,30.60019,1308,0,0,96.7,26,0.9
Kamwenge,Unknown 1,6,544,1,0.30339,30.53131,1243,0,0,83.3,208,6.9
Kamwenge,Unknown 1,5,672,2,0.32297,30.48326,1279,0,0,73.3,122,4.1
Kabarole,"B ,11",3,1700,3,0.50958,30.33235,1405,0,0,10,12,0.4
Kabarole,"B ,11",5,870,5,0.61336,30.30281,1521,0,0,20,190,6.3
Kabarole,Unknown 1,5,600,1,0.66279,30.30578,1499,0,0,0,205,6.8
Kabarole,TME 204,5,1750,3,0.69755,30.34465,1532,0,0,3.3,139,4.6
Kabarole,Unknown,4,1216,0,0.74234,30.37729,1576,0,0,16.7,3,0.1
Kabarole,Bukalasa Unknown,3,2835,1,0.75523,30.40603,1508,0,0,13.3,62,2.1
Kabarole,Unknown 1,7,1125,3,0.75825,30.39631,1515,0,0,80,0,0
Kabarole,Unknown 1,7,2365,1,0.64442,30.32625,1505,0,0,6.7,102,3.4
Kabarole,Unknown,7,640,2,0.65534,30.2526,1558,0,0,6.7,32,1.1
Kabarole,Unknown 1,4,910,2,0.68778,30.19349,1612,0,0,93.3,12,0.4
Kabarole,Unknown 1,6,760,1,0.72077,30.2275,1652,0,0,0,5,0.2
Kabarole,Kabulwali,3,200,2,0.75045,30.19608,1333,0,0,3.3,0,0
Kabarole,TME 204,4,1210,4,0.79709,30.22929,1036,0,0,0,30,1
Kabarole,Tongolo,7,1000,5,0.83963,30.22761,1027,0,0,56.7,4,0.1
Kabarole,Njule ,5,1564,4,0.62072,30.26331,1550,0,0,6.7,11,0.4
Kabarole,Njule ,4,1161,1,0.61497,30.20578,1590,0,0,50,16,0.5
Kabarole,Njule ,5,1200,1,0.65263,30.22803,1557,0,0,43.3,41,1.4
Kabarole,Unknown 1,4,980,1,0.56637,30.18402,1588,0,0,10,7,0.2
Kabarole,Kawanda,4,1632,1,0.51717,30.18034,1506,0,0,6.7,7,0.2
Kabarole,Unknown 1,4,484,1,0.44932,30.19803,1401,0,0,6.7,28,0.9
Kasese,Tme 14,3,900,3,0.36539,30.20702,1103,2,23.3,0,302,10.1
Kasese,TME 14,3,2520,1,0.37946,30.17323,1222,2,100,0,2332,77.7
Kasese,Unknown 1,6,945,4,0.37438,30.13972,1331,0,0,86.7,1358,45.3
Kasese,TME 14,6,1800,3,0.32241,30.15333,1116,2.2,96.7,0,118,3.9
Kasese,TME 14,7,2852,2,0.01761,29.89368,1066,2.4,100,3.3,68,2.3
Kasese,Kalinga,5,1440,1,0.06877,29.90067,1171,2,3.3,13.3,109,3.6
Kasese,Kalinga,3,1440,6,0.10773,29.94176,1210,2,96.7,50,102,3.4
Kasese,Unknown 1,6,1320,3,0.14143,29.96309,1352,0,0,16.7,31,1
Kasese,Nase 2,5,1120,3,0.08897,30.94607,1195,0,0,96.7,72,2.4
Kasese,Unknown,4,920,5,0.06617,29.91824,1144,2.6,46.7,16.7,174,5.8
Kasese,TME 14,4,2040,2,0.00065,29.85265,1047,2.1,100,0,398,13.3
Kasese,Nase 2,5,1820,3,0.01331,29.79602,1031,0,0,36.7,40,1.3
Kasese,TME 14,5,1104,4,0.0176,29.75999,1113,2.1,100,0,630,21
Kasese,Kalinga,4,1204,0,0.27826,30.10609,1172,2,3.3,30,81,2.7
Kasese,Unknown 1,5,1000,5,0.32179,30.0868,1350,2.3,10,13.3,148,4.9
Kasese,Unknown 1,7,143,1,0.34168,30.04258,1631,0,0,20,1,0
Kasese,Kibalai,4,1950,3,0.30142,30.06947,1498,0,0,23.3,23,0.8
Kasese,Unknown 1,4,400,3,0.18631,30.05635,1094,2.3,10,10,49,1.6
Kasese,Kalinga,5,2016,6,0.2223,29.99287,1562,0,0,0,69,2.3
Kasese,TME 14,7,2700,1,0.20278,30.07444,1064,2.4,100,0,29,1
Bushenyi,TME 14,4,1560,3,0.2186,30.09895,1137,2.3,40,0,32,1.1
Bushenyi,"B ,11",6,240,1,0.20581,30.13302,1072,0,0,93.3,228,7.6
Bushenyi,TME 14,4,1728,2,0.19553,30.1827,1092,0,0,16.7,1501,50
Bushenyi,Unknown 1,4,2560,1,0.18705,30.23239,1074,0,0,60,279,9.3
Bushenyi,Unknown 2,5,1060,2,0.26102,30.1054,1336,2,6.7,20,187,6.2
Bushenyi,Unknown 1,7,1118,2,0.31001,30.10415,1362,0,0,0,26,0.9
Bushenyi,Unknown 1,7,800,3,0.39222,30.11341,1464,0,0,23.3,27,0.9
Bushenyi,Unknown 1,6,230,3,0.45685,30.11202,1624,0,0,0,20,0.7
Bushenyi,"B ,11",4,1325,1,0.51236,30.11563,1604,0,0,0,11,0.4
Bushenyi,"B ,11",3,525,1,0.58075,30.13383,1616,0,0,0,22,0.7
Bushenyi,Unknown 1,6,275,0,0.60858,30.08899,1615,0,0,80,123,4.1
Bushenyi,"B ,11",8,1860,1,0.62418,30.04494,1711,0,0,13.3,4,0.1
Bushenyi,Unknown 1,5,375,0,0.64542,30.03563,1709,0,0,13.3,134,4.5
Bushenyi,Unknown ,4,3132,1,0.68426,30.02296,1655,0,0,6.7,53,1.8
Bushenyi,Kitekamaji,4,1680,2,0.7101,30.04835,1662,0,0,6.7,72,2.4
Bushenyi,"B ,11",7,980,0,0.63196,30.10024,1591,0,0,0,14,0.5
Bushenyi,Unknown 1 ,5,750,1,0.6651,30.15252,1530,0,0,46.7,19,0.6
Bushenyi,Bukalasa ,4,300,1,0.70678,30.16309,1501,0,0,0,43,1.4
Bushenyi,Unknown,4,774,2,0.74188,30.17263,1525,0,0,43.3,0,0
Bushenyi,Unknown,3,810,1,0.78643,30.15947,1500,0,0,0,7,0.2
